sep=;
IO Type;Instance Type;Storage Type;Redundancy;Utilization;AWS Instance Type;Rate Unit;2025 IMR;2024 IMR;2025 Public Price;2024 Public Price;2025 Discount Vs. Public price;2024 Discount Vs. Public price;IMR YoY%;Public Price YoY%;Discount Rate YoY%
;r4.2xlarge;;;On Demand;;Hrs;0.055155824;0.055155823;0.532;0.532;89.6323639098;89.6323640977;0.000001813;0;-2.096e-7
;r7i.12xlarge;;;On Demand;;Hrs;0.242194613;0.247087952;3.1752;3.1752;92.3723036974;92.2181924918;-1.9804037228;0;0.1671158385
;inf2.4xlarge;;;On Demand;;Hrs;;0.194685976;;;;;;;
;g5.xlarge;;;On Demand;;Hrs;0.209064271;0.219698295;1.006;1.006;79.2182633201;78.1612032803;-4.8402851738;0;1.3524101414
;r5ad.4xlarge;;;On Demand;;Hrs;0.074848827;0.129288164;1.048;1.048;92.857936355;87.6633431298;-42.1069766294;0;5.9256161581
;m4.2xlarge;;;On Demand;;Hrs;0.036435246;0.036435246;0.4;0.4;90.8911885;90.8911885;0;0;0
;p5e.48xlarge;;;On Demand;;Hrs;13.03746503;24.83314458;;;;;-47.4997417745;;
;m7i.8xlarge;;;On Demand;;Hrs;0.111658225;0.115033526;1.6128;1.6128;93.0767469618;92.8674649058;-2.9341889424;0;0.225355625
;c6as.48xlarge;;;On Demand;;Hrs;0.630421443;;;;;;;;
;r6id.24xlarge;;;On Demand;;Hrs;0.44909296;0.753134938;7.2576;7.2576;93.81210097;89.6228100474;-40.3701863583;0;4.6743579234
;r4.4xlarge;;;On Demand;;Hrs;0.110311648;0.110311647;1.064;1.064;89.6323639098;89.6323640038;9.065e-7;0;-1.049e-7
;m4.4xlarge;;;On Demand;;Hrs;0.072870492;0.072870492;0.8;0.8;90.8911885;90.8911885;0;0;0
;p2.xlarge;;;On Demand;;Hrs;0.029203153;0.029203153;0.9;0.9;96.7552052222;96.7552052222;0;0;0
;m7gd.2xlarge;;;On Demand;;Hrs;0.030777807;0.029558333;0.4271;0.4271;92.7937703114;93.0792945446;4.1256521469;0;-0.3067537572
;r7a.medium;;;On Demand;;Hrs;0.005045721;;0.07608;;93.3678746057;;;;
;m6in.32xlarge;;;On Demand;;Hrs;0.601987135;0.669956626;8.91072;8.91072;93.2442368855;92.4814535077;-10.1453569324;0;0.8247960525
;m6a.16xlarge;;;On Demand;;Hrs;0.22331645;0.223165041;2.7648;2.7648;91.9228714554;91.9283477648;0.0678462;0;-0.0059571498
;r5ad.large;;;On Demand;;Hrs;0.009356103;0.016161021;0.131;0.131;92.8579366412;87.6633427481;-42.1069807409;0;5.9256169458
;is4gen.4xlarge;;;On Demand;;Hrs;0.218625619;0.215377498;2.3052;2.3052;90.5159804355;90.656884522;1.5081060139;0;-0.155425688
;t2.micro;;;On Demand;;Hrs;0.0005686;0.00076861;0.0116;0.0116;95.0982758621;93.3740517241;-26.0222999961;0;1.8465774015
;m7i.2xlarge;;;On Demand;;Hrs;0.027914556;0.028758382;0.4032;0.4032;93.0767470238;92.8674647817;-2.9341914994;0;0.2253558257
;c5a.4xlarge;;;On Demand;;Hrs;0.053585823;0.051617397;0.616;0.616;91.3010027597;91.6205524351;3.8134933461;0;-0.3487751022
;p4de.24xlarge;;;On Demand;;Hrs;5.198351289;8.93284062;27.44705;40.96575;81.0604371362;78.1943681734;-41.8062908526;-33.0000061027;3.665313794
;m7gd.8xlarge;;;On Demand;;Hrs;0.123111228;0.118233332;1.7086;1.7086;92.7946138359;93.0801046471;4.1256521469;0;-0.3067151807
;t4g.micro;;;On Demand;;Hrs;0.000315451;0.000451938;0.0084;0.0084;96.2446309524;94.6197857143;-30.2003814683;0;1.7172362269
;m5zn.2xlarge;;;On Demand;;Hrs;0.066534736;0.070717683;0.6607;0.6607;89.9296600575;89.2965516876;-5.9149944152;0;0.7089953172
;g4dn.2xlarge;;;On Demand;;Hrs;0.207070292;0.207070292;0.752;0.752;72.4640569149;72.4640569149;0;0;0
;m6as.2xlarge;;;On Demand;;Hrs;0.027914556;;;;;;;;
;g5.24xlarge;;;On Demand;;Hrs;1.220179079;1.29283076;8.144;8.144;85.0174474583;84.1253590373;-5.6195817154;0;1.0604274754
;c5.18xlarge;;;On Demand;;Hrs;0.241136202;0.283696596;3.06;3.06;92.1197319608;90.7288694118;-15.002081308;0;1.5329878549
;x2i.8xlarge;;;On Demand;;Hrs;0.190552648;0.339208222;;;;;-43.8242838347;;
;z1d.2xlarge;;;On Demand;;Hrs;0.064066632;0.074563795;0.744;0.744;91.3888935484;89.977984543;-14.078096481;0;1.5680602456
;is4gen.medium;;;On Demand;;Hrs;0.013664101;0.013461094;0.14408;0.14408;90.5163096891;90.6572084953;1.5081017932;0;-0.1554193081
;vt1.24xlarge;;;On Demand;;Hrs;0.914932584;0.646586688;5.2;5.2;82.4051426154;87.5656406154;41.5019209304;0;-5.89329098
;x1e.xlarge;;;On Demand;;Hrs;0.05878986;0.076238146;0.834;0.834;92.9508561151;90.8587354916;-22.8865560293;0;2.3026081226
;t4g.nano;;;On Demand;;Hrs;0.000157725;0.000225969;0.0042;0.0042;96.2446428571;94.6197857143;-30.2006027375;0;1.7172488085
;x2i.16xlarge;;;On Demand;;Hrs;0.381105295;0.678416444;;;;;-43.8242839821;;
;m6g.16xlarge;;;On Demand;;Hrs;0.195600208;0.206622267;2.464;2.464;92.0616798701;91.6143560471;-5.3344003819;0;0.4882682609
;g4dn.4xlarge;;;On Demand;;Hrs;0.264234959;0.264234959;1.204;1.204;78.0535748339;78.0535748339;0;0;0
;r5a.2xlarge;;;On Demand;;Hrs;0.041291894;0.041144262;0.452;0.452;90.8646252212;90.8972871681;0.3588155257;0;-0.0359328071
;r5a.8xlarge;;;On Demand;;Hrs;0.165167575;0.164577048;1.808;1.808;90.8646252765;90.8972871681;0.3588149181;0;-0.0359327463
;c5a.9xlarge;;;On Demand;;Hrs;;0.116139143;;;;;;;
;x2i.2xlarge;;;On Demand;;Hrs;0.047638162;0.084802055;;;;;-43.8242835035;;
;r6id.4xlarge;;;On Demand;;Hrs;0.074848827;0.12552249;1.2096;1.2096;93.8121009425;89.6228100198;-40.3701862511;0;4.6743579249
;i2.2xlarge;;;On Demand;;Hrs;0.10741705;0.107417051;1.705;1.705;93.6998797654;93.6998797067;-9.31e-7;0;6.26e-8
;i2.8xlarge;;;On Demand;;Hrs;0.4296682;0.429668204;6.82;6.82;93.6998797654;93.6998797067;-9.31e-7;0;6.26e-8
;g4dn.8xlarge;;;On Demand;;Hrs;0.378411301;0.378411301;2.176;2.176;82.6097747702;82.6097747702;0;0;0
;g6e.4xlarge;;;On Demand;;Hrs;0.632776161;0.632776161;3.00424;3.00424;78.9372300149;78.9372300149;0;0;0
;x2iezn.12xlarge;;;On Demand;;Hrs;0.578408143;0.630504131;10.008;10.008;94.2205421363;93.699998691;-8.2625926522;0;0.5555426388
;i2.4xlarge;;;On Demand;;Hrs;0.2148341;0.214834102;3.41;3.41;93.6998797654;93.6998797067;-9.31e-7;0;6.26e-8
;m6in.large;;;On Demand;;Hrs;0.009406049;0.010468072;0.13923;0.13923;93.2442368742;92.4814537097;-10.145354369;0;0.82479582
;h1.16xlarge;;;On Demand;;Hrs;0.645280899;0.203220022;3.744;3.744;82.7649332532;94.572114797;217.5282103847;0;-12.4848445751
;g6e.8xlarge;;;On Demand;;Hrs;0.883695699;0.883695699;4.52856;4.52856;80.4861656023;80.4861656023;0;0;0
;m7a.48xlarge;;;On Demand;;Hrs;0.656550362;0.710907193;11.12832;11.12832;94.1001843764;93.6117294165;-7.6461219601;0;0.5217882021
;m5dn.24xlarge;;;On Demand;;Hrs;0.4426376;0.473563356;6.528;6.528;93.2193995098;92.745659375;-6.5304368694;0;0.5107949396
;t3.medium;;;On Demand;;Hrs;0.002103005;0.002842755;0.0416;0.0416;94.9446995192;93.1664543269;-26.0222917557;0;1.9086753973
;r6id.8xlarge;;;On Demand;;Hrs;0.149697653;0.251044979;2.4192;2.4192;93.8121009838;89.6228100612;-40.3701864119;0;4.6743579227
;c7g-flex.medium;;;On Demand;;Hrs;0.002549411;;;;;;;;
;r7iz.large;;;On Demand;;Hrs;0.012769806;0.014248644;0.186;0.186;93.1345129032;92.3394387097;-10.3787981509;0;0.8610342499
;r5a.4xlarge;;;On Demand;;Hrs;0.082583787;0.082288524;0.904;0.904;90.8646253319;90.8972871681;0.3588143105;0;-0.0359326854
;r5.16xlarge;;;On Demand;;Hrs;0.330335149;0.319567084;4.032;4.032;91.8071639633;92.0742290675;3.3695788894;0;-0.2900541301
;x2i.12xlarge;;;On Demand;;Hrs;0.285828971;0.508812333;;;;;-43.8242840313;;
